Data/Hora, TI, TE, TR, PID
08/09/2021 16:40:54, 45.31, 31.04, 44.00, -146112776065.52
08/09/2021 16:40:56, 45.31, 31.04, 44.00, -146112776065.52
08/09/2021 16:40:58, 45.12, 31.05, 44.00, -146112776065.52
08/09/2021 16:41:02, 44.88, 31.04, 44.00, -146112776065.52
08/09/2021 16:41:04, 44.88, 31.05, 44.00, -146112776065.52
08/09/2021 16:41:06, 44.81, 31.04, 44.00, -146112776065.52
08/09/2021 16:41:08, 44.62, 31.03, 44.00, -146112776065.52
08/09/2021 16:41:10, 44.44, 31.02, 44.00, -146112776065.52
08/09/2021 16:41:12, 44.44, 31.02, 44.00, -146112776065.52
08/09/2021 16:41:14, 44.31, 31.03, 44.00, -146112776065.52
08/09/2021 16:41:16, 44.19, 31.03, 44.00, -146112776065.52
08/09/2021 16:41:18, 44.06, 31.03, 44.00, -146112776065.52
08/09/2021 16:41:20, 43.94, 31.03, 44.00, -146112776065.52
08/09/2021 16:41:22, 43.94, 31.02, 44.00, -146112776065.52
08/09/2021 16:41:24, 43.81, 31.03, 44.00, -146112776065.52
08/09/2021 16:41:26, 43.69, 31.02, 44.00, -146112776065.52
08/09/2021 16:41:28, 43.56, 31.02, 44.00, -146112776065.52
08/09/2021 16:41:30, 43.56, 31.03, 44.00, -146112776065.52
08/09/2021 16:41:32, 43.44, 31.02, 44.00, -146112776065.52
08/09/2021 16:41:36, 43.12, 31.03, 44.00, -146112776065.52
08/09/2021 16:41:38, 43.12, 31.03, 44.00, -146112776065.52
08/09/2021 16:41:40, 42.94, 31.04, 44.00, -146112776065.52
08/09/2021 16:41:44, 42.75, 31.03, 44.00, -146112776065.52
08/09/2021 16:41:46, 42.75, 31.03, 44.00, -146112776065.52
08/09/2021 16:41:48, 42.62, 31.03, 44.00, -146112776065.52
08/09/2021 16:41:50, 42.50, 31.04, 44.00, -146112776065.52
08/09/2021 16:41:52, 42.38, 31.02, 44.00, -146112776065.52
08/09/2021 16:41:54, 42.19, 31.02, 44.00, -146112776065.52
08/09/2021 16:41:56, 42.19, 31.03, 44.00, -146112776065.52
08/09/2021 16:41:58, 42.06, 31.03, 44.00, -146112776065.52
08/09/2021 16:42:00, 41.94, 31.02, 44.00, -146112776065.52
08/09/2021 16:42:02, 41.88, 31.01, 44.00, -146112776065.52
08/09/2021 16:42:04, 41.88, 31.03, 44.00, -146112776065.52
08/09/2021 16:42:06, 41.81, 31.03, 44.00, -146112776065.52
08/09/2021 16:42:08, 41.88, 31.02, 44.00, -146112776065.52
08/09/2021 16:42:10, 41.94, 31.02, 44.00, -146112776065.52
08/09/2021 16:42:12, 41.94, 31.04, 44.00, -146112776065.52
08/09/2021 16:42:14, 42.00, 31.03, 44.00, -146112776065.52
08/09/2021 16:42:16, 42.06, 31.03, 44.00, -146112776065.52
08/09/2021 16:42:18, 42.12, 31.03, 44.00, -146112776065.52
08/09/2021 16:42:20, 42.12, 31.03, 44.00, -146112776065.52
08/09/2021 16:42:22, 42.25, 31.03, 44.00, -146112776065.52
08/09/2021 16:42:26, 42.44, 31.04, 44.00, -146112776065.52
08/09/2021 16:42:28, 42.44, 31.04, 44.00, -146112776065.52
08/09/2021 16:42:30, 42.56, 31.04, 44.00, -146112776065.52
08/09/2021 16:42:32, 42.69, 31.04, 44.00, -146112776065.52
08/09/2021 16:42:34, 42.75, 31.04, 44.00, -146112776065.52
08/09/2021 16:42:36, 42.75, 31.04, 44.00, -146112776065.52
08/09/2021 16:42:38, 42.94, 31.04, 44.00, -146112776065.52
08/09/2021 16:42:40, 43.00, 31.03, 44.00, -146112776065.52
08/09/2021 16:42:42, 43.12, 31.04, 44.00, -146112776065.52
08/09/2021 16:42:44, 43.19, 31.03, 44.00, -146112776065.52
08/09/2021 16:42:46, 43.19, 31.05, 44.00, -146112776065.52
08/09/2021 16:42:48, 43.38, 31.05, 44.00, -146112776065.52
08/09/2021 16:42:50, 43.50, 31.05, 44.00, -146112776065.52
08/09/2021 16:42:52, 43.62, 31.04, 44.00, -146112776065.52
08/09/2021 16:42:54, 43.62, 31.05, 44.00, -146112776065.52
08/09/2021 16:42:56, 43.75, 31.04, 44.00, -146112776065.52
08/09/2021 16:43:00, 44.00, 31.04, 44.00, -146112776065.52
08/09/2021 16:43:02, 44.00, 31.04, 44.00, -146112776065.52
08/09/2021 16:43:04, 44.12, 31.05, 44.00, -146112776065.52
08/09/2021 16:43:06, 44.25, 31.05, 44.00, -146112776065.52
08/09/2021 16:43:08, 44.44, 31.04, 44.00, -146112776065.52
08/09/2021 16:43:10, 44.44, 31.04, 44.00, -146112776065.52
08/09/2021 16:43:12, 44.56, 31.04, 44.00, -146112776065.52
08/09/2021 16:43:14, 44.69, 31.05, 44.00, -146112776065.52
08/09/2021 16:43:16, 44.81, 31.04, 44.00, -146112776065.52
08/09/2021 16:43:18, 44.94, 31.05, 44.00, -146112776065.52
08/09/2021 16:43:20, 44.94, 31.05, 44.00, -146112776065.52
08/09/2021 16:43:22, 45.06, 31.04, 44.00, -146112776065.52
08/09/2021 16:43:24, 45.25, 31.05, 44.00, -146112776065.52
08/09/2021 16:43:26, 45.38, 31.05, 44.00, -146112776065.52
08/09/2021 16:43:28, 45.38, 31.05, 44.00, -146112776065.52
08/09/2021 16:43:30, 45.50, 31.05, 44.00, -146112776065.52
08/09/2021 16:43:32, 45.62, 31.05, 44.00, -146112776065.52
08/09/2021 16:43:34, 45.75, 31.06, 44.00, -146112776065.52
08/09/2021 16:43:36, 45.75, 31.05, 44.00, -146112776065.52
08/09/2021 16:43:38, 45.88, 31.05, 44.00, -146112776065.52
08/09/2021 16:43:40, 46.00, 31.05, 44.00, -146112776065.52
08/09/2021 16:43:42, 46.19, 31.05, 44.00, -146112776065.52
08/09/2021 16:43:44, 46.19, 31.05, 44.00, -146112776065.52
08/09/2021 16:43:46, 46.31, 31.04, 44.00, -146112776065.52
08/09/2021 16:43:50, 46.19, 31.05, 44.00, -146112776065.52
08/09/2021 16:43:52, 46.19, 31.05, 44.00, -146112776065.52
08/09/2021 16:43:54, 46.19, 31.05, 44.00, -146112776065.52
08/09/2021 16:43:58, 45.94, 31.04, 44.00, -146112776065.52
08/09/2021 16:44:00, 45.94, 31.05, 44.00, -146112776065.52
08/09/2021 16:44:02, 45.88, 31.05, 44.00, -146112776065.52
08/09/2021 16:44:04, 45.75, 31.05, 44.00, -146112776065.52
08/09/2021 16:44:06, 45.62, 31.04, 44.00, -146112776065.52
08/09/2021 16:44:08, 45.62, 31.04, 44.00, -146112776065.52
08/09/2021 16:44:10, 45.56, 31.04, 44.00, -146112776065.52
08/09/2021 16:44:12, 45.44, 31.05, 44.00, -146112776065.52
08/09/2021 16:44:14, 45.31, 31.06, 44.00, -146112776065.52
08/09/2021 16:44:16, 45.25, 31.05, 44.00, -146112776065.52
08/09/2021 16:44:18, 45.25, 31.05, 44.00, -146112776065.52
08/09/2021 16:44:20, 45.12, 31.06, 44.00, -146112776065.52
08/09/2021 16:44:22, 45.00, 31.06, 44.00, -146112776065.52
08/09/2021 16:44:24, 44.88, 31.06, 44.00, -146112776065.52
08/09/2021 16:44:26, 44.88, 31.06, 44.00, -146112776065.52
08/09/2021 16:44:28, 44.75, 31.05, 44.00, -146112776065.52
08/09/2021 16:44:32, 44.50, 31.05, 44.00, -146112776065.52
08/09/2021 16:44:34, 44.50, 31.07, 44.00, -146112776065.52
08/09/2021 16:44:36, 44.44, 31.06, 44.00, -146112776065.52
08/09/2021 16:44:38, 44.31, 31.07, 44.00, -146112776065.52
08/09/2021 16:44:40, 44.19, 31.07, 44.00, -146112776065.52
08/09/2021 16:44:42, 44.19, 31.08, 44.00, -146112776065.52
08/09/2021 16:44:44, 44.06, 31.08, 44.00, -146112776065.52
08/09/2021 16:44:46, 44.00, 31.08, 44.00, -146112776065.52
08/09/2021 16:44:48, 43.88, 31.08, 44.00, -146112776065.52
08/09/2021 16:44:50, 43.75, 31.08, 44.00, -146112776065.52
08/09/2021 16:44:52, 43.75, 31.08, 44.00, -146112776065.52
08/09/2021 16:44:54, 43.69, 31.09, 44.00, -146112776065.52
08/09/2021 16:44:56, 43.56, 31.09, 44.00, -146112776065.52
08/09/2021 16:44:58, 43.31, 31.09, 44.00, -146112776065.52
08/09/2021 16:45:00, 43.31, 31.09, 44.00, -146112776065.52
08/09/2021 16:45:02, 43.25, 31.09, 44.00, -146112776065.52
08/09/2021 16:45:06, 42.94, 31.10, 44.00, -146112776065.52
08/09/2021 16:45:08, 42.94, 31.10, 44.00, -146112776065.52
08/09/2021 16:45:10, 42.75, 31.11, 44.00, -146112776065.52
08/09/2021 16:45:12, 42.69, 31.11, 44.00, -146112776065.52
08/09/2021 16:45:14, 42.50, 31.10, 44.00, -146112776065.52
08/09/2021 16:45:16, 42.50, 31.10, 44.00, -146112776065.52
08/09/2021 16:45:18, 42.44, 31.10, 44.00, -146112776065.52
08/09/2021 16:45:20, 42.31, 31.10, 44.00, -146112776065.52
08/09/2021 16:45:22, 42.19, 31.10, 44.00, -146112776065.52
08/09/2021 16:45:25, 42.06, 31.10, 44.00, 0.00
08/09/2021 16:45:26, 42.06, 31.12, 44.00, -146112776065.52
08/09/2021 16:45:28, 41.88, 31.11, 44.00, -146112776065.52
08/09/2021 16:45:30, 41.75, 31.11, 44.00, -146112776065.52
08/09/2021 16:45:32, 41.75, 31.12, 44.00, -146112776065.52
08/09/2021 16:45:34, 41.75, 31.12, 44.00, -146112776065.52
08/09/2021 16:45:36, 41.81, 31.13, 44.00, -146112776065.52
08/09/2021 16:45:38, 41.88, 31.13, 44.00, -146112776065.52
08/09/2021 16:45:40, 41.94, 31.13, 44.00, -146112776065.52
08/09/2021 16:45:42, 41.94, 31.13, 44.00, -146112776065.52
08/09/2021 16:45:44, 42.06, 31.14, 44.00, -146112776065.52
08/09/2021 16:45:46, 42.12, 31.14, 44.00, -146112776065.52
08/09/2021 16:45:48, 42.19, 31.15, 44.00, -146112776065.52
08/09/2021 16:45:50, 42.19, 31.17, 44.00, -146112776065.52
08/09/2021 16:45:52, 42.31, 31.15, 44.00, -146112776065.52
08/09/2021 16:45:56, 42.50, 31.17, 44.00, -146112776065.52
08/09/2021 16:45:58, 42.50, 31.17, 44.00, -146112776065.52
08/09/2021 16:46:00, 42.56, 31.17, 44.00, -146112776065.52
08/09/2021 16:46:02, 42.69, 31.16, 44.00, -146112776065.52
08/09/2021 16:46:04, 42.88, 31.17, 44.00, -146112776065.52
08/09/2021 16:46:06, 42.88, 31.17, 44.00, -146112776065.52
08/09/2021 16:46:08, 42.94, 31.17, 44.00, -146112776065.52
08/09/2021 16:46:10, 43.06, 31.18, 44.00, -146112776065.52
08/09/2021 16:46:12, 43.19, 31.17, 44.00, -146112776065.52
08/09/2021 16:46:14, 43.31, 31.19, 44.00, -146112776065.52
08/09/2021 16:46:16, 43.31, 31.17, 44.00, -146112776065.52
08/09/2021 16:46:18, 43.44, 31.20, 44.00, -146112776065.52
08/09/2021 16:46:20, 43.56, 31.19, 44.00, -146112776065.52
08/09/2021 16:46:22, 43.69, 31.20, 44.00, -146112776065.52
08/09/2021 16:46:24, 43.69, 31.19, 44.00, -146112776065.52
08/09/2021 16:46:26, 43.81, 31.20, 44.00, -146112776065.52
08/09/2021 16:46:30, 44.06, 31.20, 44.00, -146112776065.52
08/09/2021 16:46:32, 44.06, 31.20, 44.00, -146112776065.52
08/09/2021 16:46:34, 44.19, 31.21, 44.00, -146112776065.52
08/09/2021 16:46:36, 44.31, 31.20, 44.00, -146112776065.52
08/09/2021 16:46:38, 44.44, 31.20, 44.00, -146112776065.52
08/09/2021 16:46:40, 44.44, 31.20, 44.00, -146112776065.52
08/09/2021 16:46:42, 44.56, 31.20, 44.00, -146112776065.52
08/09/2021 16:46:44, 44.75, 31.22, 44.00, -146112776065.52
08/09/2021 16:46:46, 44.88, 31.21, 44.00, -146112776065.52
08/09/2021 16:46:48, 44.88, 31.21, 44.00, -146112776065.52
